Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2015-05-02 17:07:00,NON-CRIMINAL,"STAY AWAY OR COURT ORDER, NON-DV RELATED",Saturday,MISSION,"ARREST, BOOKED",24TH ST / OSAGE ST,-122.419018144895,37.7522051632838
2015-05-02 17:07:00,LIQUOR LAWS,CONSUMING ALCOHOL IN PUBLIC VIEW,Saturday,MISSION,"ARREST, BOOKED",24TH ST / OSAGE ST,-122.419018144895,37.7522051632838
2015-05-02 17:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,SOUTHERN,NONE,200 Block of INTERSTATE80 HY,-122.365565425353,37.8096707013239
2015-05-02 17:00:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Saturday,SOUTHERN,NONE,600 Block of MARKET ST,-122.403070886779,37.7877867423496
2015-05-02 17:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,SOUTHERN,NONE,1100 Block of MISSION ST,-122.41172377812599,37.7786674439132
2015-05-02 17:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TARAVAL,NONE,1900 Block of 41ST AV,-122.499917285562,37.7503822070986
2015-05-02 17:00:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,TENDERLOIN,NONE,EDDY ST / TAYLOR ST,-122.410955248906,37.7841399509594
2015-05-02 17:00:00,NON-CRIMINAL,AIDED CASE,Saturday,TENDERLOIN,NONE,EDDY ST / TAYLOR ST,-122.410955248906,37.7841399509594
2015-05-02 17:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,CENTRAL,NONE,JONES ST / JACKSON ST,-122.414827574895,37.79498783417829
2015-05-02 16:56:00,DRIVING UNDER THE INFLUENCE,DRIVING WHILE UNDER THE INFLUENCE OF ALCOHOL,Saturday,BAYVIEW,"ARREST, BOOKED",25TH ST / ILLINOIS ST,-122.386812776307,37.7528899958678
2015-05-02 16:55:00,NON-CRIMINAL,AIDED CASE,Saturday,INGLESIDE,NONE,1500 Block of CAYUGA AV,-122.44643555905199,37.7166640445701
2015-05-02 16:50:00,NON-CRIMINAL,LOST PROPERTY,Saturday,TARAVAL,NONE,3200 Block of 20TH AV,-122.47564746078599,37.7285280627465
2015-05-02 16:47:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Saturday,SOUTHERN,"ARREST, BOOKED",3RD ST / SOUTHPARK AV,-122.395067626916,37.78070181193871
2015-05-02 16:47:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL CODE,Saturday,SOUTHERN,"ARREST, BOOKED",3RD ST / SOUTHPARK AV,-122.395067626916,37.78070181193871
2015-05-02 16:45:00,OTHER OFFENSES,FALSE EVIDENCE OF VEHICLE REGISTRATION,Saturday,BAYVIEW,NONE,1500 Block of JENNINGS ST,-122.38551917419599,37.730440709106105
2015-05-02 16:40:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,INGLESIDE,NONE,300 Block of ORDWAY ST,-122.40403720006,37.71948295155629
2015-05-02 16:20:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,RICHMOND,NONE,1800 Block of CABRILLO ST,-122.478442229505,37.7746502406874
2015-05-02 16:10:00,DISORDERLY CONDUCT,"DISTURBING THE PEACE, COMMOTION",Saturday,MISSION,NONE,24TH ST / MISSION ST,-122.418448186101,37.7522391652625
2015-05-02 16:09:00,TRESPASS,TRESPASSING,Saturday,MISSION,NONE,300 Block of SHOTWELL ST,-122.416082198307,37.76282326743871
2015-05-02 16:08:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,SOUTHERN,NONE,800 Block of MARKET ST,-122.40669059226101,37.7852071918419
2015-05-02 16:05:00,OTHER OFFENSES,"PERMIT VIOLATION, POLICE (GENERAL)",Saturday,SOUTHERN,"ARREST, BOOKED",2ND ST / TOWNSEND ST,-122.390531404145,37.780607079847705
2015-05-02 16:05:00,OTHER OFFENSES,VIOLATION OF MUNICIPAL POLICE CODE,Saturday,SOUTHERN,"ARREST, BOOKED",2ND ST / TOWNSEND ST,-122.390531404145,37.780607079847705
2015-05-02 16:01:00,NON-CRIMINAL,AIDED CASE,Saturday,BAYVIEW,NONE,2300 Block of SAN BRUNO AV,-122.40582138691002,37.7326781230902
2015-05-02 16:01:00,MISSING PERSON,FOUND PERSON,Saturday,BAYVIEW,NONE,2300 Block of SAN BRUNO AV,-122.40582138691002,37.7326781230902
2015-05-02 16:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,BAYVIEW,NONE,1100 Block of CARROLL AV,-122.384926170333,37.7202785995095
2015-05-02 16:00:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Saturday,CENTRAL,NONE,700 Block of PINE ST,-122.40850746137501,37.7910926840668
2015-05-02 16:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,700 Block of PINE ST,-122.40850746137501,37.7910926840668
2015-05-02 16:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TARAVAL,NONE,0 Block of HARDING RD,-122.49770432371,37.7247384376425
2015-05-02 16:00:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,RICHMOND,NONE,GEARY BL / 6TH AV,-122.464281231896,37.78101931601871
2015-05-02 16:00:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Saturday,NORTHERN,NONE,WEBSTER ST / PINE ST,-122.432006422321,37.788158974960105
2015-05-02 15:45:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,MISSION,NONE,1100 Block of VALENCIA ST,-122.420955639384,37.7544795194741
2015-05-02 15:43:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,MISSION,NONE,3800 Block of 24TH ST,-122.427997868834,37.7517260359895
2015-05-02 15:40:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,PARK,NONE,MCALLISTER ST / DIVISADERO ST,-122.43836774873199,37.777794808403705
2015-05-02 15:30:00,ASSAULT,THREATS AGAINST LIFE,Saturday,BAYVIEW,NONE,6300 Block of 3RD ST,-122.396326204412,37.7205628688023
2015-05-02 15:30:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,CENTRAL,NONE,JONES ST / NORTHPOINT ST,-122.417081753218,37.806142085386206
2015-05-02 15:30:00,LARCENY/THEFT,ATTEMPTED THEFT FROM UNLOCKED VEHICLE,Saturday,CENTRAL,NONE,JONES ST / NORTHPOINT ST,-122.417081753218,37.806142085386206
2015-05-02 15:15:00,BURGLARY,"BURGLARY, HOT PROWL, FORCIBLE ENTRY",Saturday,RICHMOND,NONE,500 Block of 18TH AV,-122.477100152783,37.7775535642549
2015-05-02 15:15:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,TENDERLOIN,NONE,JONES ST / EDDY ST,-122.412597377187,37.783932027727296
2015-05-02 15:12:00,LARCENY/THEFT,ATTEMPTED GRAND THEFT PURSESNATCH,Saturday,RICHMOND,NONE,CALIFORNIA ST / PRESIDIO AV,-122.44679384083099,37.787261973701504
2015-05-02 15:10:00,OTHER OFFENSES,FALSE FIRE ALARM,Saturday,CENTRAL,"ARREST, BOOKED",500 Block of KEARNY ST,-122.40458606575399,37.793101707652
2015-05-02 15:10:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,PARK,NONE,200 Block of WOODSIDE AV,-122.45423990761299,37.745956295385604
2015-05-02 15:00:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Saturday,RICHMOND,NONE,200 Block of 9TH AV,-122.467626290502,37.7837206881227
2015-05-02 15:00:00,BURGLARY,"BURGLARY, UNLAWFUL ENTRY",Saturday,MISSION,NONE,1300 Block of GUERRERO ST,-122.422765653167,37.749549771188
2015-05-02 15:00:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Saturday,MISSION,NONE,1300 Block of GUERRERO ST,-122.422765653167,37.749549771188
2015-05-02 14:50:00,DRUG/NARCOTIC,POSSESSION OF MARIJUANA,Saturday,SOUTHERN,"ARREST, CITED",1000 Block of MARKET ST,-122.411071423064,37.7817511307229
2015-05-02 14:45:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,BAYVIEW,NONE,100 Block of CHARTEROAK AV,-122.40450917426901,37.734708465010904
2015-05-02 14:45:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Saturday,BAYVIEW,NONE,100 Block of CHARTEROAK AV,-122.40450917426901,37.734708465010904
2015-05-02 14:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,INGLESIDE,NONE,LELAND AV / CORA ST,-122.40833330196399,37.7128146483295
2015-05-02 14:21:00,OTHER OFFENSES,"DOG, STRAY OR VICIOUS",Saturday,TENDERLOIN,NONE,FULTON ST / HYDE ST,-122.415127837608,37.7797870676495
2015-05-02 14:09:00,SEX OFFENSES FORCIBLE,SEXUAL BATTERY,Saturday,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425
2015-05-02 14:00:00,MISSING PERSON,FOUND PERSON,Saturday,INGLESIDE,NONE,400 Block of SUNRISE WY,-122.416442382139,37.7097707300435
2015-05-02 14:00:00,MISSING PERSON,MISSING ADULT,Saturday,INGLESIDE,NONE,400 Block of SUNRISE WY,-122.416442382139,37.7097707300435
2015-05-02 14:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE,1800 Block of PINE ST,-122.426246092712,37.78883456957021
2015-05-02 14:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,SOUTHERN,NONE,1300 Block of MARKET ST,-122.416991089644,37.777074192255995
2015-05-02 14:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-02 14:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,MISSION,NONE,NOE ST / CESAR CHAVEZ ST,-122.43147673958299,37.747433479417296
2015-05-02 13:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,800 Block of FOLSOM ST,-122.402343659494,37.7811666837563
2015-05-02 13:35:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE,THE EMBARCADERONORTH ST / GREEN ST,-122.39886197111299,37.8007809996037
2015-05-02 13:30:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,SOUTHERN,NONE,800 Block of 3RD ST,-122.39142506985701,37.7778727797586
2015-05-02 13:30:00,SECONDARY CODES,ATM RELATED CRIME,Saturday,MISSION,NONE,2800 Block of MISSION ST,-122.418434028318,37.7514199300011
2015-05-02 13:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,MISSION,NONE,2800 Block of MISSION ST,-122.418434028318,37.7514199300011
2015-05-02 13:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,GRANT AV / PINE ST,-122.405744762009,37.791498082842494
2015-05-02 13:30:00,VEHICLE THEFT,STOLEN TRUCK,Saturday,MISSION,NONE,14TH ST / FOLSOM ST,-122.41561633832,37.7685360123583
2015-05-02 13:25:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,TARAVAL,NONE,1500 Block of SLOAT BL,-122.489713969124,37.7339497680852
2015-05-02 13:20:00,OTHER OFFENSES,POSSESSION OF BURGLARY TOOLS,Saturday,SOUTHERN,"ARREST, BOOKED",600 Block of TOWNSEND ST,-122.40283731467899,37.7709621095346
2015-05-02 13:20:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,INGLESIDE,NONE,4400 Block of MISSION ST,-122.432649600399,37.727373760734
2015-05-02 13:20:00,BURGLARY,"BURGLARY,STORE UNDER CONSTRUCTION, FORCIBLE ENTRY",Saturday,SOUTHERN,"ARREST, BOOKED",600 Block of TOWNSEND ST,-122.40283731467899,37.7709621095346
2015-05-02 13:08:00,ASSAULT,BATTERY,Saturday,TENDERLOIN,NONE,500 Block of JONES ST,-122.412999075009,37.786277459166
2015-05-02 13:05:00,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Saturday,CENTRAL,NONE,200 Block of POST ST,-122.406021838484,37.7886491245294
2015-05-02 13:00:00,MISSING PERSON,MISSING ADULT,Saturday,SOUTHERN,NONE,400 Block of 10TH ST,-122.410541166987,37.7709130566165
2015-05-02 13:00:00,MISSING PERSON,FOUND PERSON,Saturday,SOUTHERN,NONE,400 Block of 10TH ST,-122.410541166987,37.7709130566165
2015-05-02 13:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,TARAVAL,"ARREST, BOOKED",100 Block of MAJESTIC AV,-122.45248093512501,37.7161793461478
2015-05-02 13:00:00,TRESPASS,TRESPASSING,Saturday,TARAVAL,"ARREST, BOOKED",100 Block of MAJESTIC AV,-122.45248093512501,37.7161793461478
2015-05-02 13:00:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,INGLESIDE,NONE,100 Block of ANDOVER ST,-122.41642567005199,37.741029104928
2015-05-02 13:00:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,TARAVAL,NONE,500 Block of CRESTLAKE DR,-122.490740263883,37.736499271309796
2015-05-02 13:00:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,CENTRAL,NONE,200 Block of JEFFERSON ST,-122.41662941490699,37.8080574789267
2015-05-02 13:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,MISSION,NONE,1000 Block of SHOTWELL ST,-122.415022828589,37.7516272270745
2015-05-02 13:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,CENTRAL,NONE,400 Block of POWELL ST,-122.408431861057,37.7887772719153
2015-05-02 13:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,MISSION,NONE,16TH ST / SOUTH VAN NESS AV,-122.41748832363899,37.7651818039906
2015-05-02 13:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Saturday,CENTRAL,NONE,STOCKTON ST / CLAY ST,-122.407904730522,37.7940589735021
2015-05-02 13:00:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Saturday,MISSION,NONE,16TH ST / SOUTH VAN NESS AV,-122.41748832363899,37.7651818039906
2015-05-02 12:35:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Saturday,INGLESIDE,NONE,400 Block of ELLINGTON AV,-122.447428999548,37.711589540342494
2015-05-02 12:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,INGLESIDE,NONE,100 Block of FAIRMOUNT ST,-122.42663200567,37.738847083696704
2015-05-02 12:30:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,SOUTHERN,NONE,4TH ST / SHIPLEY ST,-122.40061739890301,37.7815876234701
2015-05-02 12:00:00,NON-CRIMINAL,AIDED CASE,Saturday,CENTRAL,NONE,700 Block of VALLEJO ST,-122.40979166229299,37.7985083480435
2015-05-02 12:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,TARAVAL,NONE,2100 Block of 20TH AV,-122.477156565946,37.7476443925706
2015-05-02 12:00:00,SECONDARY CODES,GANG ACTIVITY,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-02 12:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-02 12:00:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,NORTHERN,NONE,2900 Block of BAKER ST,-122.445949824652,37.7981582013175
2015-05-02 12:00:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Saturday,PARK,NONE,2200 Block of GEARY BL,-122.440341074545,37.7833242481047
2015-05-02 12:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,CENTRAL,NONE,BROADWAY ST / BATTERY ST,-122.401055856585,37.7985811020841
2015-05-02 11:49:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Saturday,MISSION,NONE,800 Block of SOUTH VAN NESS AV,-122.417016663517,37.7595460924587
2015-05-02 11:45:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Saturday,NORTHERN,NONE,HICKORY ST / VANNESS AV,-122.41941591946,37.775904614422295
2015-05-02 11:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,CENTRAL,NONE,WASHINGTON ST / BATTERY ST,-122.400488130754,37.7958763223097
2015-05-02 11:40:00,LARCENY/THEFT,ATTEMPTED THEFT FROM LOCKED VEHICLE,Saturday,NORTHERN,NONE,100 Block of CEDAR ST,-122.420607225531,37.7862064515088
2015-05-02 11:20:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Saturday,INGLESIDE,NONE,3400 Block of SAN BRUNO AV,-122.40026928859501,37.718185442163204
2015-05-02 11:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,400 Block of THE EMBARCADEROSOUTH ST,-122.39670853025999,37.79787288559329
2015-05-02 11:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Saturday,SOUTHERN,NONE,400 Block of THE EMBARCADEROSOUTH ST,-122.39670853025999,37.79787288559329
2015-05-02 11:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Saturday,INGLESIDE,NONE,0 Block of LISBON ST,-122.429431973452,37.7274142432001
2015-05-02 11:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Saturday,INGLESIDE,NONE,0 Block of LISBON ST,-122.429431973452,37.7274142432001
2015-05-02 11:00:00,NON-CRIMINAL,AIDED CASE,Saturday,NORTHERN,NONE,1500 Block of PINE ST,-122.421319145498,37.7894600151705
2015-05-02 11:00:00,LARCENY/THEFT,"THEFT, GRAND, OF FIREARM",Saturday,SOUTHERN,NONE,400 Block of THE EMBARCADEROSOUTH ST,-122.39670853025999,37.79787288559329
2015-05-02 11:00:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Saturday,TARAVAL,NONE,LAWTON ST / 39TH AV,-122.498162556342,37.7570210529437
2015-05-02 10:54:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-02 10:54:00,MISSING PERSON,MISSING ADULT,Saturday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-05-02 10:45:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Saturday,SOUTHERN,NONE,300 Block of 1ST ST,-122.393711527235,37.7866070785127
2015-05-02 10:40:00,SEX OFFENSES FORCIBLE,"FORCIBLE RAPE, BODILY FORCE",Saturday,NORTHERN,"ARREST, BOOKED",1500 Block of EDDY ST,-122.43315586900299,37.78126734681
2015-05-02 10:40:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Saturday,NORTHERN,"ARREST, BOOKED",1500 Block of EDDY ST,-122.43315586900299,37.78126734681
2015-05-02 10:40:00,KIDNAPPING,FALSE IMPRISONMENT,Saturday,NORTHERN,"ARREST, BOOKED",1500 Block of EDDY ST,-122.43315586900299,37.78126734681
2015-05-02 10:40:00,SECONDARY CODES,DOMESTIC VIOLENCE,Saturday,NORTHERN,"ARREST, BOOKED",1500 Block of EDDY ST,-122.43315586900299,37.78126734681
2015-05-02 10:40:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Saturday,NORTHERN,"ARREST, BOOKED",1500 Block of EDDY ST,-122.43315586900299,37.78126734681
2015-05-02 10:40:00,BRIBERY,"DISSUADING WITNESS, VICTIM",Saturday,NORTHERN,"ARREST, BOOKED",1500 Block of EDDY ST,-122.43315586900299,37.78126734681
2015-05-02 10:36:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,NORTHERN,NONE,OLIVE ST / VANNESS AV,-122.421096796936,37.7842937802977
2015-05-02 10:30:00,TRESPASS,TRESPASSING,Saturday,NORTHERN,"ARREST, BOOKED",1300 Block of FILBERT ST,-122.421708735438,37.7997418190258
2015-05-02 10:30:00,WARRANTS,WARRANT ARREST,Saturday,NORTHERN,"ARREST, BOOKED",1300 Block of FILBERT ST,-122.421708735438,37.7997418190258
2015-05-02 10:30:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Saturday,RICHMOND,"ARREST, BOOKED",CLEMENT ST / 20TH AV,-122.479514982337,37.782258857242105
2015-05-02 10:30:00,WARRANTS,WARRANT ARREST,Saturday,RICHMOND,"ARREST, BOOKED",CLEMENT ST / 20TH AV,-122.479514982337,37.782258857242105
2015-05-02 10:27:00,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Saturday,NORTHERN,"ARREST, BOOKED",900 Block of LARKIN ST,-122.418201870328,37.7863251027379
2015-05-02 10:14:00,NON-CRIMINAL,AIDED CASE,Saturday,TENDERLOIN,NONE,0 Block of GROVE ST,-122.415642487855,37.7788323158792
2015-05-02 10:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Saturday,MISSION,NONE,500 Block of GUERRERO ST,-122.42395646799999,37.7619448798252
2015-05-02 10:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,MISSION,NONE,3100 Block of CESAR CHAVEZ ST,-122.412594354828,37.748166005622295
2015-05-02 10:00:00,NON-CRIMINAL,LOST PROPERTY,Saturday,MISSION,NONE,VALENCIA ST / 23RD ST,-122.420814360139,37.7537031921344
2015-05-02 09:45:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Saturday,TARAVAL,"ARREST, BOOKED",3900 Block of 19TH AV,-122.47200755690001,37.7166731148325
2015-05-02 09:45:00,WEAPON LAWS,POSS OF TEAR GAS WEAPON,Saturday,TARAVAL,"ARREST, BOOKED",3900 Block of 19TH AV,-122.47200755690001,37.7166731148325
2015-05-02 09:38:00,ASSAULT,AGGRAVATED ASSAULT WITH A GUN,Saturday,BAYVIEW,NONE,SALINAS AV / GOULD ST,-122.398230916703,37.7211225376055
2015-05-02 09:30:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Saturday,SOUTHERN,NONE,800 Block of MARKET ST,-122.40669059226101,37.7852071918419
2015-05-02 09:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,INGLESIDE,NONE,300 Block of HAZELWOOD AV,-122.45595909073799,37.7335943250484
2015-05-02 09:20:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Saturday,BAYVIEW,"ARREST, BOOKED",NEWHALL ST / KIRKWOOD AV,-122.389960179517,37.7381683051019
2015-05-02 09:15:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Saturday,TENDERLOIN,NONE,HYDE ST / OFARRELL ST,-122.416261836834,37.78537508463761
2015-05-02 09:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,BAYVIEW,NONE,0 Block of REUEL CT,-122.38286941924999,37.7366428633864
2015-05-02 09:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TARAVAL,NONE,1800 Block of OCEAN AV,-122.461683159559,37.725189723674795
2015-05-02 09:00:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,MISSION,NONE,300 Block of SAN JOSE AV,-122.421267437263,37.749397216636
2015-05-02 08:53:00,MISSING PERSON,MISSING ADULT,Saturday,NORTHERN,NONE,600 Block of LAGUNA ST,-122.42633850520001,37.777173764521606
2015-05-02 08:45:00,ASSAULT,BATTERY,Saturday,TARAVAL,"ARREST, BOOKED",600 Block of LAKEVIEW AV,-122.45768597112401,37.7182873221809
2015-05-02 08:45:00,OTHER OFFENSES,INJURY TO TELEGRAPH/TELEPHONE LINES,Saturday,TARAVAL,"ARREST, BOOKED",600 Block of LAKEVIEW AV,-122.45768597112401,37.7182873221809
2015-05-02 08:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,TENDERLOIN,NONE,HYDE ST / EDDY ST,-122.415885065788,37.783516056415294
2015-05-02 08:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Saturday,SOUTHERN,NONE,400 Block of FOLSOM ST,-122.393730727516,37.7878133663375
2015-05-02 08:00:00,OTHER OFFENSES,LOST/STOLEN LICENSE PLATE,Saturday,TARAVAL,NONE,1500 Block of 35TH AV,-122.494011515786,37.758122429672106
2015-05-02 07:45:00,SUSPICIOUS OCC,SUSPICIOUS PERSON,Saturday,NORTHERN,NONE,0 Block of MARINA BL,-122.432957440518,37.8051625655624
2015-05-02 07:32:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,PARK,NONE,OAK ST / BAKER ST,-122.440737118652,37.772712466017204
2015-05-02 07:30:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Saturday,NORTHERN,NONE,600 Block of STEINER ST,-122.432805878401,37.7751600091535
2015-05-02 07:30:00,BURGLARY,"BURGLARY OF RESIDENCE, UNLAWFUL ENTRY",Saturday,RICHMOND,NONE,2600 Block of LAKE ST,-122.48770959094801,37.785575463071
2015-05-02 07:15:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Saturday,CENTRAL,NONE,600 Block of FRANCISCO ST,-122.41636329693199,37.804262099719296
2015-05-02 07:15:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Saturday,NORTHERN,NONE,2800 Block of BRODERICK ST,-122.443925790652,37.7965027675421
2015-05-02 07:15:00,NON-CRIMINAL,FOUND PROPERTY,Saturday,PARK,NONE,HAIGHT ST / MASONIC AV,-122.4453467866,37.7702081959172
2015-05-02 07:00:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Saturday,SOUTHERN,NONE,100 Block of SOUTH VAN NESS AV,-122.41793840790702,37.77054137692421
2015-05-02 06:00:00,SECONDARY CODES,DOMESTIC VIOLENCE,Saturday,PARK,NONE,1700 Block of TURK ST,-122.438328082289,37.7797665517286
2015-05-02 06:00:00,OTHER OFFENSES,HARASSING PHONE CALLS,Saturday,PARK,NONE,1700 Block of TURK ST,-122.438328082289,37.7797665517286
2015-05-02 06:00:00,BURGLARY,"BURGLARY OF RESIDENCE, ATTEMPTED FORCIBLE ENTRY",Saturday,PARK,NONE,1700 Block of TURK ST,-122.438328082289,37.7797665517286
2015-05-02 06:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Saturday,SOUTHERN,NONE,400 Block of JESSIE ST,-122.408437135288,37.781954394999794
2015-05-02 06:00:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Saturday,SOUTHERN,NONE,400 Block of JESSIE ST,-122.408437135288,37.781954394999794
2015-05-02 05:48:00,DRUNKENNESS,UNDER INFLUENCE OF ALCOHOL IN A PUBLIC PLACE,Saturday,TARAVAL,"ARREST, BOOKED",200 Block of ARBALLO DR,-122.48257173055799,37.721421900320394
2015-05-02 05:45:00,OTHER OFFENSES,TRAFFIC VIOLATION ARREST,Saturday,TARAVAL,"ARREST, BOOKED",400 Block of JOHNMUIR DR,-122.49194936479401,37.7144179707516
2015-05-02 05:39:00,ARSON,ARSON,Saturday,RICHMOND,NONE,200 Block of 11TH AV,-122.469906688039,37.7836161897605
